OUT ID	s01	s02	s03	s04	s05	s06	s07	s08	s09	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s40	s41	s42	s43	s44	s45	s46	s47	s48	s49	s50	s51	s52	sum1	sum2	phylum	class	order	family	genus	specie
OTU1771	0	0	6	0	0	0	0	0	0	0	11	5	0	0	0	0	1	1	8	0	1	1	2	1	0	0	0	0	1	0	7	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	4	9	0	2	75	31	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cytophagaceae	 uncultured	 uncultured bacterium
OTU7946	1	1	2	0	1	0	1	5	1	0	1	13	1	1	1	0	0	3	1	2	0	0	1	2	0	5	2	0	0	0	1	1	3	1	0	1	1	0	2	0	1	4	3	1	0	0	0	0	1	1	0	0	75	31	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	 Flavisolibacter	 uncultured bacterium
OTU3207	0	0	0	1	0	2	3	2	1	0	2	0	3	0	1	1	2	0	2	0	1	2	0	0	2	2	2	1	1	0	10	0	2	0	0	0	3	4	3	0	1	1	2	0	1	2	0	1	0	1	0	1	75	31	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 NS9 marine group	 norank	 norank
OTU7300	1	0	0	6	1	0	0	0	0	4	0	0	1	2	1	1	0	0	1	1	3	2	0	4	3	0	1	0	2	0	7	0	1	2	0	0	1	0	0	0	10	0	0	0	2	0	0	1	1	0	1	0	76	31	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	 Niabella	Unclassified
OTU5539	1	0	1	2	3	0	0	0	0	0	9	1	0	2	2	1	1	0	0	3	1	2	0	0	0	1	0	1	1	3	1	1	1	0	0	1	2	0	1	6	1	1	2	0	0	2	1	1	1	3	1	4	76	31	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 env.OPS 17	 norank	 norank
OTU4926	0	0	3	0	0	2	2	0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	1	1	0	0	2	8	7	0	0	0	0	0	0	21	6	76	32	 Bacteroidetes	 Cytophagia	 Cytophagales	 Flammeovirgaceae	 Candidatus Amoebophilus	 uncultured Bacteroidetes bacterium
OTU207	2	0	0	0	0	0	0	1	10	0	0	1	0	0	0	0	0	2	1	0	2	0	1	0	0	4	0	0	1	1	2	0	1	0	2	1	1	0	1	14	0	0	2	0	10	0	3	0	0	1	0	1	76	32	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	 uncultured	 uncultured bacterium
OTU6215	35	1	0	0	1	0	0	3	0	0	0	1	17	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	76	32	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	 uncultured	 uncultured bacterium
OTU3380	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	1	2	0	0	0	2	1	0	0	0	0	0	0	1	0	24	0	13	0	8	0	0	0	0	0	0	7	0	77	32	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	 Taibaiella	 uncultured bacterium
OTU6454	1	0	0	0	0	3	1	0	0	0	1	1	2	0	0	0	0	0	1	2	3	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	2	3	2	35	0	1	3	0	0	0	0	0	2	2	3	0	77	32	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Nubsella	 uncultured bacterium
OTU8685	1	1	3	0	1	0	1	4	5	0	2	3	1	1	0	0	8	0	1	1	0	1	1	1	0	0	3	1	0	1	2	1	3	0	0	0	0	0	0	6	2	0	3	0	4	0	2	0	1	1	1	1	78	32	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	 Flavitalea	 uncultured bacterium
OTU2815	1	1	0	0	1	1	6	0	0	0	2	2	2	0	0	0	0	1	8	2	1	2	1	2	0	2	0	3	0	0	4	0	2	0	1	1	0	1	3	0	1	3	1	3	1	0	0	1	1	2	4	0	78	32	 Bacteroidetes	 Cytophagia	 Cytophagales	 Flammeovirgaceae	 Candidatus Amoebophilus	 uncultured Bacteroidetes bacterium
OTU5940	0	0	3	0	0	0	5	0	0	0	2	5	0	0	0	1	0	0	3	0	0	3	6	0	1	1	1	2	0	0	0	0	2	1	0	1	3	0	0	1	1	0	2	1	1	8	3	0	6	1	1	1	78	32	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	 uncultured	 uncultured bacterium
OTU2552	3	0	1	0	2	0	3	0	0	0	1	1	1	1	0	0	0	0	1	6	1	1	1	1	0	1	4	0	1	1	1	3	0	1	0	0	0	3	1	1	0	6	7	0	2	1	0	5	2	1	2	1	79	32	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Pedobacter	Unclassified
OTU3559	5	0	2	0	1	0	1	8	0	0	3	0	1	0	1	1	1	0	2	0	2	0	1	0	0	0	0	0	0	2	14	0	0	0	1	0	7	2	0	1	1	3	1	1	0	0	0	1	2	0	1	1	79	32	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	Unclassified
OTU7872	1	0	0	1	0	1	2	2	0	0	1	1	2	1	0	1	2	1	4	0	1	2	2	2	1	5	0	1	2	0	7	2	1	0	0	0	4	0	1	1	1	4	5	2	2	1	0	1	1	0	1	0	79	32	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cytophagaceae	 Adhaeribacter	 uncultured bacterium
OTU898	0	1	0	1	0	0	8	0	0	0	1	2	0	4	0	0	3	1	2	5	1	3	2	1	0	7	2	1	2	2	0	1	0	0	0	0	1	1	1	0	1	0	2	0	2	1	0	0	1	0	3	1	79	32	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 KD3-93	 norank	 norank
OTU3532	0	1	0	0	2	1	11	2	0	0	0	2	1	0	0	0	0	0	0	0	1	3	1	2	0	18	3	1	6	0	4	2	0	0	0	0	0	2	5	0	0	0	0	0	1	0	0	0	0	0	0	0	79	32	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 uncultured	 uncultured bacterium
OTU6923	0	1	9	1	0	0	6	1	1	0	12	4	1	2	0	0	0	0	6	1	0	1	0	0	0	0	0	2	0	1	1	6	0	0	0	0	1	1	0	0	0	0	0	2	0	0	3	0	0	1	1	2	79	32	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Chryseobacterium	Unclassified
OTU3527	0	0	4	0	2	0	1	3	4	0	2	0	1	0	2	0	0	1	14	1	3	5	5	1	1	0	2	1	0	1	0	0	1	0	0	0	5	0	0	3	0	1	0	1	0	1	0	3	0	2	1	2	80	32	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cytophagaceae	 uncultured	Unclassified
OTU3840	3	0	2	0	1	1	7	0	0	1	15	4	0	0	0	0	0	1	1	0	0	3	0	1	0	0	0	1	0	1	0	6	0	2	0	0	3	0	0	0	0	0	0	0	7	0	5	0	0	0	1	0	80	32	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	 uncultured bacterium
OTU2302	1	0	2	1	1	0	4	3	1	1	5	1	2	0	0	0	2	0	1	2	1	3	5	0	1	2	1	0	1	0	1	2	1	0	1	1	3	1	3	0	0	5	2	0	1	3	1	1	0	1	4	0	81	33	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cytophagaceae	 uncultured	Unclassified
OTU7670	1	0	2	0	0	3	0	2	1	0	0	34	1	0	0	0	1	0	0	0	1	2	1	0	0	1	0	1	3	0	0	1	1	0	3	0	0	0	0	2	4	0	1	0	1	1	0	0	0	4	1	0	81	33	 Bacteroidetes	 Bacteroidetes vadinHA17	 norank	 norank	 norank	 norank
OTU2668	0	1	1	0	1	1	0	1	0	0	2	4	2	2	1	0	2	0	1	2	0	2	13	1	0	0	0	0	1	0	3	3	0	0	0	0	2	0	0	1	0	7	0	0	4	4	1	1	1	1	2	1	81	33	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cytophagaceae	 uncultured	Unclassified
OTU6250	0	0	0	0	3	2	0	3	5	1	0	2	13	2	0	1	0	1	1	0	1	1	0	0	6	0	1	17	1	0	0	1	0	2	1	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	2	0	81	33	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cytophagaceae	 uncultured	Unclassified
OTU314	0	0	1	0	0	1	1	3	0	0	2	2	0	1	0	0	2	0	0	1	0	1	3	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	19	1	0	1	1	1	3	0	0	5	4	3	11	81	33	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	 uncultured	 uncultured bacterium
OTU8549	1	0	1	2	1	2	1	2	2	0	2	1	2	1	1	1	1	0	3	0	1	1	0	2	0	2	3	0	0	2	1	1	0	1	3	2	1	3	1	2	1	8	2	0	1	1	1	0	1	2	1	6	82	33	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	 uncultured	 uncultured bacterium
OTU4676	2	0	0	1	0	3	3	1	0	0	3	4	2	2	0	0	2	0	5	1	2	0	0	2	0	4	0	0	3	0	2	0	4	1	0	0	2	4	2	1	1	2	4	0	2	2	1	0	0	0	2	1	82	33	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 AKYH767	 norank	 norank
OTU1320	1	1	0	1	0	0	6	0	0	1	0	3	5	2	0	1	0	3	2	0	5	2	0	1	1	3	1	4	1	0	1	1	0	0	0	0	2	5	1	1	1	2	4	0	1	2	0	1	1	0	2	2	82	33	 Bacteroidetes	 Bacteroidetes vadinHA17	 norank	 norank	 norank	 norank
OTU196	0	8	0	0	0	0	0	0	0	0	0	0	0	0	14	13	0	1	0	0	0	0	0	0	0	0	0	11	0	0	0	0	4	0	0	0	0	0	0	0	0	9	0	0	5	0	0	0	0	0	0	1	83	33	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	 Taibaiella	 uncultured bacterium
OTU7657	0	0	0	0	0	0	6	1	1	0	2	0	0	0	2	0	0	0	2	0	0	3	1	2	0	0	1	0	1	2	0	9	3	0	0	2	1	0	0	21	1	0	7	0	4	1	1	0	0	1	0	0	85	33	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Marinilabiaceae	 Ruminofilibacter	Unclassified
OTU1552	1	0	1	2	1	1	2	1	0	0	2	1	2	1	0	1	2	2	4	0	2	3	1	1	1	2	3	1	3	1	4	0	2	2	0	1	0	1	2	3	1	2	1	1	3	0	2	0	1	3	1	2	85	33	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	 Flavisolibacter	 uncultured bacterium
OTU8390	3	0	3	0	0	0	1	1	1	1	2	4	0	1	0	1	0	0	1	4	0	0	2	1	0	1	1	0	1	2	4	0	0	1	0	1	3	2	1	3	0	8	2	5	2	2	1	1	4	2	1	3	88	34	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cytophagaceae	 Sporocytophaga	Unclassified
OTU6197	0	1	0	1	0	0	2	1	0	0	2	0	1	2	0	1	2	2	1	0	2	17	0	1	0	4	0	1	0	2	2	0	0	0	1	0	2	2	0	0	0	3	2	3	9	1	0	1	1	2	1	2	88	34	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cytophagaceae	 Sporocytophaga	 uncultured bacterium
OTU5636	0	1	0	1	0	0	4	2	1	1	0	0	4	1	0	0	2	0	0	1	2	0	0	2	0	2	16	2	1	1	6	1	0	5	1	0	3	0	1	0	0	0	3	1	0	0	0	1	2	4	2	1	88	34	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cytophagaceae	 Rhodocytophaga	 uncultured Bacteroidetes bacterium
OTU3088	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	3	0	2	0	1	11	0	0	1	0	15	0	0	0	0	4	0	0	0	0	0	0	0	0	29	1	0	0	1	4	0	0	0	0	0	0	0	88	34	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Parapedobacter	 uncultured bacterium
OTU5134	0	0	4	0	0	0	0	0	0	0	8	1	0	0	1	0	2	0	0	4	0	0	0	0	0	23	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	11	0	0	0	0	0	4	88	34	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Cryomorphaceae	 Fluviicola	Unclassified
OTU1926	0	0	6	0	0	0	0	1	0	0	7	9	0	0	0	1	2	0	3	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	36	0	0	0	0	0	90	34	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 NS11-12 marine group	 norank	 norank
OTU3395	1	1	1	1	0	0	1	2	0	1	3	3	2	0	0	1	3	4	2	1	0	1	1	0	4	2	1	3	1	2	4	1	2	1	1	0	3	0	0	0	2	0	9	2	0	0	0	1	1	0	3	4	91	34	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	 Terrimonas	 uncultured bacterium
OTU1802	0	0	0	0	0	0	0	2	0	0	2	0	0	1	2	0	0	1	0	0	0	2	0	1	2	0	3	2	0	0	0	0	0	1	0	0	2	1	0	3	0	0	0	0	4	0	1	1	9	0	28	4	91	34	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	 uncultured	 uncultured bacterium
OTU8105	1	0	3	3	0	0	1	3	0	1	1	4	1	0	0	0	16	4	0	1	0	3	0	0	0	0	3	1	2	2	3	0	0	0	1	0	3	0	7	2	0	2	0	1	0	1	0	0	0	3	4	0	93	35	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	 uncultured	 uncultured bacterium
OTU1879	0	0	19	0	0	0	0	0	0	0	15	0	0	2	0	0	0	0	0	3	0	0	7	0	0	3	0	2	0	0	0	0	0	0	0	6	3	0	0	0	2	1	0	0	0	1	11	0	0	0	2	0	93	35	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cytophagaceae	 Cytophaga	 uncultured bacterium
OTU6027	0	0	1	2	1	1	4	0	0	1	1	4	0	0	0	1	0	0	5	1	5	2	0	2	0	36	1	1	1	0	1	0	1	0	0	0	2	0	1	0	0	1	0	1	0	2	1	2	1	0	3	0	93	35	 Bacteroidetes	 Cytophagia	 Cytophagales	 Flammeovirgaceae	 Candidatus Amoebophilus	Unclassified
OTU8012	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	72	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	35	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Cryomorphaceae	 Fluviicola	 uncultured bacterium
OTU1010	0	0	14	0	0	1	3	0	1	1	8	2	0	0	0	1	2	0	7	0	0	4	6	1	1	0	0	1	1	1	1	2	1	0	0	0	3	0	0	0	1	0	0	0	0	6	8	3	0	1	1	0	93	35	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Saprospiraceae	 uncultured	 uncultured bacterium
OTU420	3	0	0	1	1	3	2	0	0	0	1	2	1	1	0	0	2	2	1	1	0	0	0	1	0	1	1	0	4	1	6	0	0	0	0	1	1	1	3	9	3	3	0	6	4	0	0	3	4	3	3	2	94	35	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	 uncultured	 uncultured bacterium
OTU7966	0	1	0	3	1	0	5	3	3	1	0	3	1	1	0	1	3	2	5	1	1	0	1	0	1	7	0	1	2	1	5	0	2	1	0	0	2	5	1	0	1	1	0	1	1	0	2	1	4	4	0	1	94	35	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	 Niastella	 uncultured bacterium
OTU8691	15	1	1	2	0	1	4	5	0	1	2	0	0	0	1	1	0	1	1	2	2	2	0	1	2	4	0	3	0	5	5	0	1	2	0	1	1	1	0	1	1	1	6	1	0	2	0	1	0	0	1	0	94	35	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cytophagaceae	 uncultured	Unclassified
OTU7737	5	1	0	5	0	1	6	1	1	1	2	2	0	3	2	0	2	0	1	3	1	0	4	3	0	2	4	0	1	0	1	4	3	0	0	0	0	2	2	0	0	5	0	1	0	1	0	1	1	3	4	1	95	35	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 uncultured	 uncultured bacterium
OTU700	3	1	1	0	0	2	1	1	0	0	4	0	1	0	0	1	4	0	0	1	0	1	0	0	2	3	0	4	3	2	4	3	2	2	1	0	2	3	1	1	0	3	2	0	1	2	0	1	4	0	5	7	96	35	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 env.OPS 17	 norank	 norank
OTU122	2	0	0	1	2	2	4	3	0	3	1	3	4	1	1	1	2	1	1	0	2	1	1	1	1	0	4	0	1	0	2	0	3	3	1	0	6	0	3	0	1	2	1	0	1	0	2	0	1	9	2	2	97	35	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cytophagaceae	 Rhodocytophaga	 uncultured bacterium
OTU8530	4	0	1	1	0	0	1	1	0	0	2	0	2	2	2	1	1	1	3	1	0	0	2	0	0	3	0	1	1	0	10	2	5	2	2	0	3	0	3	1	1	2	3	1	4	3	1	1	3	2	0	3	97	35	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	 uncultured	 uncultured bacterium
OTU4230	3	0	2	0	0	1	2	1	0	0	2	5	0	0	1	0	1	1	1	4	0	0	0	0	1	3	2	1	1	0	1	1	6	1	0	1	0	1	1	0	0	6	1	0	1	0	0	0	0	0	12	17	98	36	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 env.OPS 17	 norank	 norank
OTU3668	2	0	1	0	0	0	1	2	0	3	0	0	0	0	0	1	2	0	1	2	2	0	0	0	1	0	0	2	6	5	0	1	2	0	1	0	0	5	3	2	0	6	0	1	3	2	0	0	2	24	1	0	100	36	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	 Niastella	 Niastella populi
OTU1235	2	0	4	0	0	0	1	3	2	0	7	1	2	0	0	1	2	0	1	0	1	5	4	2	0	2	4	1	1	2	1	2	0	0	0	0	1	0	5	10	5	0	4	1	4	0	5	1	0	0	1	0	102	36	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	 Flavitalea	 uncultured bacterium
OTU494	9	0	2	2	2	0	1	1	1	1	1	8	1	0	1	2	2	0	2	0	2	0	2	0	0	2	12	0	3	1	4	1	0	1	1	0	1	0	1	8	6	0	2	1	2	1	0	1	0	0	0	2	102	36	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	 uncultured	 uncultured bacterium
OTU1043	3	0	2	0	0	1	2	3	2	0	2	4	0	0	2	0	0	1	1	25	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	2	11	0	0	1	0	0	1	0	2	1	0	4	0	102	36	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	 Filimonas	 uncultured bacterium
OTU6176	5	0	16	0	0	1	4	1	0	0	26	0	4	0	1	1	0	1	2	1	2	0	0	0	2	1	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	3	1	0	3	0	2	0	1	0	103	36	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	 Flavobacterium johnsoniae
OTU2889	2	0	3	1	1	0	0	12	5	0	0	12	0	4	1	1	0	0	0	2	0	10	4	0	2	0	1	0	1	3	1	1	0	0	2	0	0	0	1	11	1	0	0	4	0	1	0	0	2	0	0	4	104	36	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	Unclassified	Unclassified
OTU4784	2	0	5	12	0	0	4	0	0	3	14	0	0	0	0	0	0	0	2	0	15	0	0	5	0	0	1	0	1	0	4	0	1	0	0	2	0	0	7	0	1	0	3	0	0	0	0	0	0	0	0	0	106	37	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	 Chitinophaga	 Chitinophaga terrae Kim and Jung 2007
OTU7558	17	0	0	0	0	1	0	0	2	1	0	4	0	0	1	0	2	0	1	0	30	0	0	0	0	6	0	0	0	0	2	0	1	1	0	1	0	2	1	10	1	0	2	0	1	0	2	0	0	0	1	0	107	37	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	 uncultured	Unclassified
OTU3791	1	0	0	0	0	3	4	5	1	0	0	13	2	1	0	0	2	2	1	7	2	1	1	2	0	4	4	1	1	1	5	1	1	2	0	1	0	2	1	3	2	3	2	0	1	1	0	0	1	3	3	1	107	37	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Pedobacter	Unclassified
OTU3242	0	0	3	0	0	0	1	0	2	1	7	15	0	1	1	0	0	0	4	1	1	2	11	0	0	2	4	0	0	1	0	1	0	1	0	9	1	2	0	3	2	3	6	1	0	1	3	1	4	0	1	0	109	37	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cytophagaceae	 Ohtaekwangia	 uncultured bacterium
OTU2901	6	1	0	1	0	2	1	3	1	1	2	7	2	0	3	1	1	2	5	2	2	0	0	1	0	1	2	2	3	2	3	3	2	2	2	0	1	2	7	2	0	2	1	0	1	0	0	0	7	0	2	3	109	37	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	 Niastella	Unclassified
OTU8498	3	1	0	0	1	2	6	3	0	2	2	0	4	0	3	1	1	5	2	1	1	3	0	2	0	2	1	1	2	0	6	2	2	1	1	0	4	5	1	2	1	2	1	0	0	3	0	2	1	8	1	2	110	37	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cytophagaceae	 uncultured	 uncultured bacterium
OTU3733	1	0	1	0	0	1	2	1	0	0	1	0	0	1	0	0	1	6	2	0	0	3	0	0	13	1	2	0	4	2	1	3	2	2	1	0	1	2	0	0	0	33	0	2	1	2	0	0	0	4	1	4	111	38	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cytophagaceae	 uncultured	Unclassified
OTU8323	0	1	3	0	0	8	2	3	6	1	3	8	4	3	1	1	1	1	1	3	1	0	4	0	0	2	0	0	1	9	1	0	2	1	0	1	4	0	0	0	1	2	8	2	0	0	0	3	0	1	0	2	112	38	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cytophagaceae	 uncultured	 uncultured bacterium
OTU3879	2	1	1	9	0	3	4	0	1	1	2	1	1	2	0	1	1	6	4	2	1	1	0	2	0	3	2	0	3	1	5	3	1	2	5	0	0	2	3	2	1	1	0	0	5	0	2	3	3	2	0	1	114	38	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	 Flavihumibacter	 uncultured bacterium
OTU6750	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	5	1	0	0	0	2	0	62	0	0	2	0	0	115	38	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Mucilaginibacter	Unclassified
OTU8448	2	0	1	0	0	3	0	4	1	0	0	2	1	1	0	7	7	3	2	2	2	5	4	2	3	0	1	3	0	2	0	5	2	1	0	2	0	0	0	3	6	1	0	0	6	6	1	3	2	4	0	2	118	38	 Bacteroidetes	 Bacteroidetes VC2.1 Bac22	 norank	 norank	 norank	 norank
OTU133	0	1	4	0	2	2	5	2	0	0	5	6	3	2	1	2	2	3	2	5	3	0	4	0	0	1	3	0	1	0	5	0	1	2	1	0	4	1	3	4	1	5	2	5	2	0	1	0	0	2	0	4	118	38	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 AKYH767	 norank	 norank
OTU5341	3	1	1	1	0	1	0	1	12	0	5	1	0	0	2	0	2	0	0	1	2	0	0	0	1	0	0	1	1	0	1	2	5	0	0	0	0	3	1	19	1	0	3	0	11	0	3	0	1	4	7	0	119	38	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	 Ferruginibacter	 uncultured bacterium
OTU1652	0	1	3	0	0	1	1	1	2	1	8	1	0	0	0	1	2	3	0	2	0	2	1	0	0	5	1	0	1	11	0	2	2	1	0	3	4	0	1	0	7	1	0	1	23	1	0	1	0	1	0	1	119	38	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 env.OPS 17	 norank	 norank
OTU1016	0	0	1	1	2	1	1	3	0	0	0	32	0	0	0	12	0	1	0	0	2	0	1	1	0	22	0	0	1	0	3	0	0	1	0	0	0	1	2	2	1	2	2	4	1	0	1	1	1	3	0	1	119	39	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cytophagaceae	 Ohtaekwangia	Unclassified
OTU7044	1	0	0	2	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	5	0	0	0	0	39	0	0	0	0	12	0	0	0	0	0	0	0	0	38	0	0	1	0	6	0	0	0	1	0	0	0	119	39	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Parapedobacter	 uncultured bacterium
OTU7910	1	0	4	0	0	0	0	1	0	0	8	0	0	0	0	1	5	1	6	1	0	8	12	0	0	3	0	4	0	1	0	10	0	0	0	0	3	0	2	0	0	10	0	0	0	10	0	1	0	4	1	7	119	39	 Bacteroidetes	 Cytophagia	 Cytophagales	 MWH-CFBk5	 norank	 norank
OTU6088	3	0	0	0	3	0	10	1	1	0	0	4	4	3	0	3	6	1	1	0	5	1	4	2	0	4	2	0	1	1	6	13	0	2	0	0	3	0	3	1	0	2	1	1	2	2	0	0	1	3	1	2	122	39	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cytophagaceae	 uncultured	Unclassified
OTU2873	2	0	1	7	0	2	0	1	4	2	0	0	0	1	0	0	12	0	0	0	5	2	1	0	0	0	2	0	1	5	5	1	1	1	0	3	0	2	1	20	2	0	2	2	4	0	9	0	0	1	0	3	123	39	 Bacteroidetes	 SB-5	 norank	 norank	 norank	 norank
OTU3113	0	0	1	2	0	1	0	3	11	3	5	1	0	0	0	0	5	0	2	0	0	0	2	2	0	7	1	3	1	7	1	0	2	0	0	1	1	0	0	14	1	0	2	0	0	0	14	0	2	12	1	0	126	39	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	 uncultured	 uncultured bacterium
OTU7172	0	1	4	1	2	1	7	1	1	0	6	2	1	0	1	0	2	1	1	3	1	2	0	0	0	3	21	5	0	2	4	0	1	3	0	1	3	1	0	3	1	2	4	1	1	5	1	1	0	4	2	4	126	39	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 PHOS-HE51	 norank	 norank
OTU7870	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	2	0	3	0	0	5	2	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	1	0	0	70	0	3	1	126	39	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	 Lacibacter	 Lacibacter cauensis
